"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SAP_1_F","School age population, primary education, female (number)","TON","Tonga","2010","2010",7406,,
"SAP_01_F","School age population, early childhood educational development programmes, female (number)","BLR","Belarus","2010","2010",47750,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","ARM","Armenia","2010","2010",34876,,
"SAP_02_F","School age population, pre-primary education, female (number)","ESP","Spain","2010","2010",671967,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","SUR","Suriname","2010","2010",10509,,
"SAP_02_M","School age population, pre-primary education, male (number)","CAF","Central African Republic","2010","2010",207990,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","GRD","Grenada","2010","2010",771,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","40043","Upper middle income countries","2010","2010",18655158,,
"SAP_02","School age population, pre-primary education, both sexes (number)","PRY","Paraguay","2010","2010",400506,,
"SAP_1_F","School age population, primary education, female (number)","SAU","Saudi Arabia","2010","2010",1535095,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","GAB","Gabon","2010","2010",20176,,
"SAP_0_M","School age population, early childhood education, male (number)","MOZ","Mozambique","2010","2010",1190725,,
"SAP_1_F","School age population, primary education, female (number)","KAZ","Kazakhstan","2010","2010",429429,,
"SAP_02_F","School age population, pre-primary education, female (number)","COG","Congo","2010","2010",188033,,
"SAP_0_M","School age population, early childhood education, male (number)","SRB","Serbia","2010","2010",154103,"+","National Estimation"
"SAP_02_M","School age population, pre-primary education, male (number)","SYR","Syrian Arab Republic","2010","2010",847770,,
"SAP_02","School age population, pre-primary education, both sexes (number)","ALB","Albania","2010","2010",115184,,
"SAP_02_F","School age population, pre-primary education, female (number)","MRT","Mauritania","2010","2010",148714,,
"SAP_0","School age population, early childhood education, both sexes (number)","PAK","Pakistan","2010","2010",18788592,,
"SAP_0","School age population, early childhood education, both sexes (number)","JOR","Jordan","2010","2010",365204,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","ROU","Romania","2010","2010",205663,,
"SAP_02_M","School age population, pre-primary education, male (number)","NPL","Nepal","2010","2010",652998,,
"SAP_02_F","School age population, pre-primary education, female (number)","40510","World","2010","2010",159363820,,
"SAP_0_M","School age population, early childhood education, male (number)","SSD","South Sudan","2010","2010",433405,,
"SAP_02_M","School age population, pre-primary education, male (number)","40616","Asia (Southern)","2010","2010",52525610,,
"SAP_02","School age population, pre-primary education, both sexes (number)","UKR","Ukraine","2010","2010",1225352,,
"SAP_01","School age population, early childhood educational development programmes, both sexes (number)","40030","Middle income countries","2010","2010",78922437.25,,
"SAP_1_F","School age population, primary education, female (number)","COK","Cook Islands","2010","2010",1043,,
"SAP_02_F","School age population, pre-primary education, female (number)","40656","Oceania (excl. Australia/New Zealand)","2010","2010",162065,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","TON","Tonga","2010","2010",1409,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","MNG","Mongolia","2010","2010",21998,,
"SAP_0","School age population, early childhood education, both sexes (number)","AUT","Austria","2010","2010",471853,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","ITA","Italy","2010","2010",558021,,
"SAP_01_M","School age population, early childhood educational development programmes, male (number)","KHM","Cambodia","2010","2010",530934,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","40642","Northern America and Europe","2010","2010",6029601,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","CMR","Cameroon","2010","2010",610315,,
"SAP_02","School age population, pre-primary education, both sexes (number)","SLB","Solomon Islands","2010","2010",45640,,
"SAP_1_F","School age population, primary education, female (number)","GEO","Georgia","2010","2010",130707,,
"SAP_1_F","School age population, primary education, female (number)","BMU","Bermuda","2010","2010",2212,,
"SAP_01_M","School age population, early childhood educational development programmes, male (number)","ARG","Argentina","2010","2010",1103790,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","WSM","Samoa","2010","2010",2516,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","KGZ","Kyrgyzstan","2010","2010",47632,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","PER","Peru","2010","2010",281454,,
"SAP_02_M","School age population, pre-primary education, male (number)","NZL","New Zealand","2010","2010",61155,,
"SAP_02_F","School age population, pre-primary education, female (number)","NGA","Nigeria","2010","2010",2365219,,
"SAP_1_F","School age population, primary education, female (number)","40650","Oceania","2010","2010",1762397,,
"SAP_02_M","School age population, pre-primary education, male (number)","VEN","Venezuela (Bolivarian Republic of)","2010","2010",883005,,
"SAP_02","School age population, pre-primary education, both sexes (number)","GHA","Ghana","2010","2010",1324188,,
"SAP_1_F","School age population, primary education, female (number)","40550","Small Island Developing States","2010","2010",3289743,,
"SAP_1_F","School age population, primary education, female (number)","AFG","Afghanistan","2010","2010",2575718,,
"SAP_02_M","School age population, pre-primary education, male (number)","40500","North America and Western Europe","2010","2010",12695766,,
"SAP_02_F","School age population, pre-primary education, female (number)","LCA","Saint Lucia","2010","2010",2330,,
"SAP_0","School age population, early childhood education, both sexes (number)","CYP","Cyprus","2010","2010",26634,"+","National Estimation"
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","MNE","Montenegro","2010","2010",7902,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","URY","Uruguay","2010","2010",48940,,
"SAP_1_F","School age population, primary education, female (number)","PRK","Democratic People's Republic of Korea","2010","2010",755735,,
"SAP_0","School age population, early childhood education, both sexes (number)","FRA","France","2010","2010",2408735,"+","National Estimation"
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","DMA","Dominica","2010","2010",929,,
"SAP_02","School age population, pre-primary education, both sexes (number)","TTO","Trinidad and Tobago","2010","2010",37805,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","TJK","Tajikistan","2010","2010",84748,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","MMR","Myanmar","2010","2010",1050137,,
"SAP_1_F","School age population, primary education, female (number)","VGB","British Virgin Islands","2010","2010",1450,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","OMN","Oman","2010","2010",23708,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","ZMB","Zambia","2010","2010",224245,,
"SAP_02","School age population, pre-primary education, both sexes (number)","SEN","Senegal","2010","2010",1153882,,
"SAP_1_F","School age population, primary education, female (number)","SVN","Slovenia","2010","2010",52001,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","TZA","United Republic of Tanzania","2010","2010",1370000,,
"SAP_02","School age population, pre-primary education, both sexes (number)","QAT","Qatar","2010","2010",49685,,
"SAP_02_M","School age population, pre-primary education, male (number)","BFA","Burkina Faso","2010","2010",784139,,
"SAP_02_F","School age population, pre-primary education, female (number)","NLD","Netherlands","2010","2010",195659,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","ETH","Ethiopia","2010","2010",1342220,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2010","2010",4425492,,
"SAP_02","School age population, pre-primary education, both sexes (number)","ATG","Antigua and Barbuda","2010","2010",2681,,
"SAP_02","School age population, pre-primary education, both sexes (number)","CRI","Costa Rica","2010","2010",139783,,
"SAP_02_M","School age population, pre-primary education, male (number)","TGO","Togo","2010","2010",295482,,
"SAP_0","School age population, early childhood education, both sexes (number)","POL","Poland","2010","2010",1439125,,
"SAP_02_M","School age population, pre-primary education, male (number)","ZAF","South Africa","2010","2010",2067145,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","PHL","Philippines","2010","2010",2161888,,
"SAP_02_F","School age population, pre-primary education, female (number)","GIB","Gibraltar","2010","2010",235,,
"SAP_02_F","School age population, pre-primary education, female (number)","MYS","Malaysia","2010","2010",493170,,
"SAP_02_M","School age population, pre-primary education, male (number)","NIU","Niue","2010","2010",14,,
"SAP_0","School age population, early childhood education, both sexes (number)","ZMB","Zambia","2010","2010",1865392,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","AUS","Australia","2010","2010",135705,,
"SAP_1_F","School age population, primary education, female (number)","HUN","Hungary","2010","2010",186856,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","UZB","Uzbekistan","2010","2010",246620,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","NIC","Nicaragua","2010","2010",129776,,
"SAP_02_M","School age population, pre-primary education, male (number)","GNB","Guinea-Bissau","2010","2010",67159,,
"SAP_1_F","School age population, primary education, female (number)","MDA","Republic of Moldova","2010","2010",73343,"+","National Estimation"
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","AZE","Azerbaijan","2010","2010",64884,"+","National Estimation"
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","40510","World","2010","2010",60103780,,
"SAP_01_F","School age population, early childhood educational development programmes, female (number)","40334","Least Developed Countries","2010","2010",3085033,,
"SAP_01_M","School age population, early childhood educational development programmes, male (number)","40535","South and West Asia","2010","2010",4955346,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","ABW","Aruba","2010","2010",663,,
"SAP_01_F","School age population, early childhood educational development programmes, female (number)","GMB","Gambia","2010","2010",30402,,
"SAP_02","School age population, pre-primary education, both sexes (number)","40044","Low income countries","2010","2010",46103345,,
"SAP_0","School age population, early childhood education, both sexes (number)","WSM","Samoa","2010","2010",9902,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","TUR","Turkey","2010","2010",658353,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","RUS","Russian Federation","2010","2010",671702,,
"SAP_1_F","School age population, primary education, female (number)","40612","Asia (Central)","2010","2010",2114914,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","ISR","Israel","2010","2010",133854,,
"SAP_02","School age population, pre-primary education, both sexes (number)","ERI","Eritrea","2010","2010",169815,,
"SAP_0","School age population, early childhood education, both sexes (number)","AZE","Azerbaijan","2010","2010",639331,"+","National Estimation"
"SAP_0_M","School age population, early childhood education, male (number)","TUN","Tunisia","2010","2010",250474,,
"SAP_02","School age population, pre-primary education, both sexes (number)","ISL","Iceland","2010","2010",13149,,
"SAP_02","School age population, pre-primary education, both sexes (number)","DNK","Denmark","2010","2010",259786,,
"SAP_02_M","School age population, pre-primary education, male (number)","40530","Central and Eastern Europe","2010","2010",8105005,,
"SAP_02_F","School age population, pre-primary education, female (number)","BOL","Bolivia (Plurinational State of)","2010","2010",232425,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","TKM","Turkmenistan","2010","2010",98333,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","YEM","Yemen","2010","2010",327215,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","40515","East Asia and the Pacific","2010","2010",30130835,,
"SAP_0","School age population, early childhood education, both sexes (number)","MLT","Malta","2010","2010",7503,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","PSE","Palestine","2010","2010",112979,,
"SAP_1_F","School age population, primary education, female (number)","LUX","Luxembourg","2010","2010",17494,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","FIN","Finland","2010","2010",27899,,
"SAP_02","School age population, pre-primary education, both sexes (number)","LBR","Liberia","2010","2010",356706,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","40611","Asia (Eastern)","2010","2010",9888471,,
"SAP_1_F","School age population, primary education, female (number)","MHL","Marshall Islands","2010","2010",4291,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","LBY","Libya","2010","2010",56571,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","SYC","Seychelles","2010","2010",690,,
"SAP_1_F","School age population, primary education, female (number)","FJI","Fiji","2010","2010",46210,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","DOM","Dominican Republic","2010","2010",98062,"+","National Estimation"
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","KAZ","Kazakhstan","2010","2010",234699,,
"SAP_02_F","School age population, pre-primary education, female (number)","ECU","Ecuador","2010","2010",454487,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","PRI","Puerto Rico","2010","2010",24991,,
"SAP_0","School age population, early childhood education, both sexes (number)","40603","Africa (Northern)","2010","2010",8181700,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","40642","Northern America and Europe","2010","2010",11768919,,
"SAP_02","School age population, pre-primary education, both sexes (number)","40500","North America and Western Europe","2010","2010",24799706,,
"SAP_02_F","School age population, pre-primary education, female (number)","MOZ","Mozambique","2010","2010",1189574,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","KNA","Saint Kitts and Nevis","2010","2010",348,,
"SAP_1_F","School age population, primary education, female (number)","SUR","Suriname","2010","2010",29971,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","40619","Asia (Eastern and South-eastern)","2010","2010",14012055,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","MNE","Montenegro","2010","2010",4140,,
"SAP_02_M","School age population, pre-primary education, male (number)","PLW","Palau","2010","2010",408,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","MUS","Mauritius","2010","2010",17867,,
"SAP_02_F","School age population, pre-primary education, female (number)","40675","World","2010","2010",159363820,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","MMR","Myanmar","2010","2010",528650,,
"SAP_1_F","School age population, primary education, female (number)","ROU","Romania","2010","2010",410620,,
"SAP_02_F","School age population, pre-primary education, female (number)","SRB","Serbia","2010","2010",145116,"+","National Estimation"
"SAP_02_F","School age population, pre-primary education, female (number)","LBY","Libya","2010","2010",114113,,
"SAP_0","School age population, early childhood education, both sexes (number)","NRU","Nauru","2010","2010",718,,
"SAP_02","School age population, pre-primary education, both sexes (number)","CHL","Chile","2010","2010",477257,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","40344","Small Island Developing States","2010","2010",572537,,
"SAP_02_M","School age population, pre-primary education, male (number)","SEN","Senegal","2010","2010",583868,,
"SAP_1_F","School age population, primary education, female (number)","ITA","Italy","2010","2010",1332345,,
"SAP_02_F","School age population, pre-primary education, female (number)","SSD","South Sudan","2010","2010",423183,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","HRV","Croatia","2010","2010",41356,,
"SAP_0_M","School age population, early childhood education, male (number)","STP","Sao Tome and Principe","2010","2010",14678,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","MLI","Mali","2010","2010",231784,,
"SAP_02_F","School age population, pre-primary education, female (number)","SOM","Somalia","2010","2010",611169,,
"SAP_02","School age population, pre-primary education, both sexes (number)","MWI","Malawi","2010","2010",1429688,,
"SAP_1_F","School age population, primary education, female (number)","NPL","Nepal","2010","2010",1636551,,
"SAP_02_M","School age population, pre-primary education, male (number)","40030","Middle income countries","2010","2010",129376033,,
"SAP_1_GLAST_F","School age population, last grade of primary education, female (number)","40614","Asia (Western)","2010","2010",2240427,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","ZAF","South Africa","2010","2010",498637,,
"SAP_02","School age population, pre-primary education, both sexes (number)","IND","India","2010","2010",77297464,,
"SAP_1_F","School age population, primary education, female (number)","MDG","Madagascar","2010","2010",1472403,,
"SAP_0","School age population, early childhood education, both sexes (number)","GNQ","Equatorial Guinea","2010","2010",74781,,
"SAP_0_M","School age population, early childhood education, male (number)","TKL","Tokelau","2010","2010",23,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","NER","Niger","2010","2010",265657,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","40603","Africa (Northern)","2010","2010",2189952,,
"SAP_1_GLAST_F","School age population, last grade of primary education, female (number)","40515","East Asia and the Pacific","2010","2010",15034552,,
"SAP_02_M","School age population, pre-primary education, male (number)","40550","Small Island Developing States","2010","2010",1452901,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","GEO","Georgia","2010","2010",45130,,
"SAP_01_F","School age population, early childhood educational development programmes, female (number)","40043","Upper middle income countries","2010","2010",19401452,,
"SAP_02_M","School age population, pre-primary education, male (number)","BEL","Belgium","2010","2010",186255,,
"SAP_1_F","School age population, primary education, female (number)","AIA","Anguilla","2010","2010",663,,
"SAP_02_M","School age population, pre-primary education, male (number)","VGB","British Virgin Islands","2010","2010",413,,
"SAP_1_F","School age population, primary education, female (number)","GIN","Guinea","2010","2010",855584,,
"SAP_02_F","School age population, pre-primary education, female (number)","KOR","Republic of Korea","2010","2010",647032,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","GNQ","Equatorial Guinea","2010","2010",12036,,
"SAP_1_F","School age population, primary education, female (number)","BFA","Burkina Faso","2010","2010",1289303,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","CYM","Cayman Islands","2010","2010",386,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","SVK","Slovakia","2010","2010",25305,,
"SAP_02_M","School age population, pre-primary education, male (number)","PRK","Democratic People's Republic of Korea","2010","2010",385445,,
"SAP_0","School age population, early childhood education, both sexes (number)","AGO","Angola","2010","2010",778632,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","MEX","Mexico","2010","2010",1112743,,
"SAP_02_F","School age population, pre-primary education, female (number)","SWZ","Eswatini","2010","2010",42959,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","CHN","China","2010","2010",7621677,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","40330","Landlocked Developing Countries","2010","2010",5675436,,
"SAP_1_F","School age population, primary education, female (number)","MSR","Montserrat","2010","2010",168,,
"SAP_02","School age population, pre-primary education, both sexes (number)","BRB","Barbados","2010","2010",7419,,
"SAP_0","School age population, early childhood education, both sexes (number)","BGR","Bulgaria","2010","2010",270829,,
"SAP_0","School age population, early childhood education, both sexes (number)","VUT","Vanuatu","2010","2010",12036,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","LIE","Liechtenstein","2010","2010",184,"+","National Estimation"
"SAP_1_GLAST_F","School age population, last grade of primary education, female (number)","40613","Asia (South-eastern)","2010","2010",5391129,,
"SAP_02_F","School age population, pre-primary education, female (number)","ARG","Argentina","2010","2010",1057731,,
"SAP_02_F","School age population, pre-primary education, female (number)","KHM","Cambodia","2010","2010",453427,,
"SAP_02_F","School age population, pre-primary education, female (number)","RWA","Rwanda","2010","2010",435408,,
"SAP_02_M","School age population, pre-primary education, male (number)","SWE","Sweden","2010","2010",215110,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","DNK","Denmark","2010","2010",65364,,
"SAP_02","School age population, pre-primary education, both sexes (number)","JAM","Jamaica","2010","2010",142283,,
"SAP_0","School age population, early childhood education, both sexes (number)","SDN","Sudan","2010","2010",2075016,,
"SAP_02","School age population, pre-primary education, both sexes (number)","40616","Asia (Southern)","2010","2010",100082918,,
"SAP_1_F","School age population, primary education, female (number)","LSO","Lesotho","2010","2010",156285,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","HTI","Haiti","2010","2010",124265,,
"SAP_02_M","School age population, pre-primary education, male (number)","KWT","Kuwait","2010","2010",44926,,
"SAP_0","School age population, early childhood education, both sexes (number)","DJI","Djibouti","2010","2010",37655,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","BLR","Belarus","2010","2010",43328,,
"SAP_1_GLAST_F","School age population, last grade of primary education, female (number)","40540","Sub-Saharan Africa","2010","2010",10177204,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","HUN","Hungary","2010","2010",49217,,
"SAP_02","School age population, pre-primary education, both sexes (number)","GMB","Gambia","2010","2010",223324,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","GUY","Guyana","2010","2010",7851,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","40030","Middle income countries","2010","2010",49797089,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","BRB","Barbados","2010","2010",3742,,
"SAP_02_F","School age population, pre-primary education, female (number)","CYP","Cyprus","2010","2010",12928,"+","National Estimation"
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","PNG","Papua New Guinea","2010","2010",98155,,
"SAP_02","School age population, pre-primary education, both sexes (number)","PSE","Palestine","2010","2010",227731,,
"SAP_02_M","School age population, pre-primary education, male (number)","URY","Uruguay","2010","2010",74304,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","SVN","Slovenia","2010","2010",17871,,
"SAP_02_M","School age population, pre-primary education, male (number)","MHL","Marshall Islands","2010","2010",1664,,
"SAP_0_M","School age population, early childhood education, male (number)","MYS","Malaysia","2010","2010",524577,,
"SAP_0","School age population, early childhood education, both sexes (number)","LAO","Lao People's Democratic Republic","2010","2010",927555,,
"SAP_0","School age population, early childhood education, both sexes (number)","NGA","Nigeria","2010","2010",26039755,,
"SAP_01","School age population, early childhood educational development programmes, both sexes (number)","ZAF","South Africa","2010","2010",3425336,,
"SAP_1_F","School age population, primary education, female (number)","PHL","Philippines","2010","2010",6144951,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","LKA","Sri Lanka","2010","2010",177643,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","40505","Central Asia","2010","2010",653118,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","TKL","Tokelau","2010","2010",10,,
"SAP_02_M","School age population, pre-primary education, male (number)","BLZ","Belize","2010","2010",7854,,
"SAP_02_F","School age population, pre-primary education, female (number)","40042","Lower middle income countries","2010","2010",68127302,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","PRT","Portugal","2010","2010",106259,,
"SAP_02","School age population, pre-primary education, both sexes (number)","BTN","Bhutan","2010","2010",27365,,
"SAP_01_F","School age population, early childhood educational development programmes, female (number)","SLV","El Salvador","2010","2010",238220,,
"SAP_01","School age population, early childhood educational development programmes, both sexes (number)","MNE","Montenegro","2010","2010",16034,,
"SAP_02","School age population, pre-primary education, both sexes (number)","TGO","Togo","2010","2010",590102,,
"SAP_02_F","School age population, pre-primary education, female (number)","IDN","Indonesia","2010","2010",4526553,,
"SAP_01_F","School age population, early childhood educational development programmes, female (number)","CRI","Costa Rica","2010","2010",139050,,
"SAP_02_M","School age population, pre-primary education, male (number)","PRI","Puerto Rico","2010","2010",49480,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","CPV","Cabo Verde","2010","2010",5256,,
"SAP_02_M","School age population, pre-primary education, male (number)","GAB","Gabon","2010","2010",62587,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","LAO","Lao People's Democratic Republic","2010","2010",74923,,
"SAP_0","School age population, early childhood education, both sexes (number)","TUV","Tuvalu","2010","2010",755,,
"SAP_02_F","School age population, pre-primary education, female (number)","DZA","Algeria","2010","2010",291832,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","IRN","Iran (Islamic Republic of)","2010","2010",587510,,
"SAP_1_F","School age population, primary education, female (number)","UGA","Uganda","2010","2010",3427164,,
"SAP_0","School age population, early childhood education, both sexes (number)","TJK","Tajikistan","2010","2010",677169,,
"SAP_01","School age population, early childhood educational development programmes, both sexes (number)","MMR","Myanmar","2010","2010",2957166,,
"SAP_02","School age population, pre-primary education, both sexes (number)","40651","Oceania (Australia/New Zealand)","2010","2010",397257,,
"SAP_02","School age population, pre-primary education, both sexes (number)","40525","Arab States","2010","2010",16837666,,
"SAP_02_M","School age population, pre-primary education, male (number)","LBR","Liberia","2010","2010",181834,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","CZE","Czechia","2010","2010",50867,,
"SAP_1_F","School age population, primary education, female (number)","ISR","Israel","2010","2010",372736,,
"SAP_02_M","School age population, pre-primary education, male (number)","ZWE","Zimbabwe","2010","2010",361476,,
"SAP_02","School age population, pre-primary education, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",1437642,,
"SAP_0_M","School age population, early childhood education, male (number)","MNG","Mongolia","2010","2010",97189,,
"SAP_02_M","School age population, pre-primary education, male (number)","DEU","Germany","2010","2010",1069762,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","40535","South and West Asia","2010","2010",19191559,,
"SAP_01","School age population, early childhood educational development programmes, both sexes (number)","40530","Central and Eastern Europe","2010","2010",4522069.15385,"‡","UIS Estimation"
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","COL","Colombia","2010","2010",418726,,
"SAP_02_F","School age population, pre-primary education, female (number)","ARE","United Arab Emirates","2010","2010",70391,,
"SAP_02_M","School age population, pre-primary education, male (number)","EGY","Egypt","2010","2010",1834188,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","USA","United States of America","2010","2010",1991556,"+","National Estimation"
"SAP_02_F","School age population, pre-primary education, female (number)","TUN","Tunisia","2010","2010",231906,,
"SAP_1_F","School age population, primary education, female (number)","TLS","Timor-Leste","2010","2010",92487,,
"SAP_02","School age population, pre-primary education, both sexes (number)","MAR","Morocco","2010","2010",1235832,,
"SAP_02_F","School age population, pre-primary education, female (number)","KIR","Kiribati","2010","2010",3371,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","MOZ","Mozambique","2010","2010",385397,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","TKM","Turkmenistan","2010","2010",49755,,
"SAP_02_M","School age population, pre-primary education, male (number)","40606","Africa (Sub-Saharan) ","2010","2010",30687738,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","LUX","Luxembourg","2010","2010",5821,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","BRN","Brunei Darussalam","2010","2010",3226,,
"SAP_01","School age population, early childhood educational development programmes, both sexes (number)","NIC","Nicaragua","2010","2010",403232,,
"SAP_01_F","School age population, early childhood educational development programmes, female (number)","CAN","Canada","2010","2010",348268,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","COK","Cook Islands","2010","2010",174,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","SMR","San Marino","2010","2010",296,,
"SAP_02_M","School age population, pre-primary education, male (number)","ARM","Armenia","2010","2010",77991,,
"SAP_02","School age population, pre-primary education, both sexes (number)","GNB","Guinea-Bissau","2010","2010",133728,,
"SAP_1_AGM1","School age population, one year before than official primary entry age, both sexes (number)","FJI","Fiji","2010","2010",16727,,
"SAP_1_F","School age population, primary education, female (number)","40642","Northern America and Europe","2010","2010",30543984,,
"SAP_01_F","School age population, early childhood educational development programmes, female (number)","THA","Thailand","2010","2010",786131,,
"SAP_02","School age population, pre-primary education, both sexes (number)","40043","Upper middle income countries","2010","2010",105950090,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","ESP","Spain","2010","2010",232662,,
"SAP_02_F","School age population, pre-primary education, female (number)","AUT","Austria","2010","2010",116251,,
"SAP_1_AGM1_M","School age population, one year before than official primary entry age, male (number)","ISR","Israel","2010","2010",68626,,
"SAP_1_AGM1_F","School age population, one year before than official primary entry age, female (number)","COD","Democratic Republic of the Congo","2010","2010",1014989,,
"SAP_1_F","School age population, primary education, female (number)","PAK","Pakistan","2010","2010",10629017,,
